phase,shard,slice,num_samples,acc,f1,train_loss,wall_clock,gpu_mem_gb
deletion,6,1,710,0.4176,0.39460607074009335,1.3229121107450674,14.18259334564209,0.021255016326904297
deletion,6,2,715,0.4794,0.4568351637318255,1.210402571071278,14.041274309158325,0.021312236785888672
deletion,7,0,723,0.3402,0.3246265315970863,1.5313735056055366,14.065319776535034,0.021404266357421875
deletion,7,1,709,0.4216,0.3921730151450009,1.3693528114824605,13.931864023208618,0.021243572235107422
deletion,7,2,724,0.4666,0.45335716086686395,1.1669705454157202,14.101309061050415,0.02141571044921875
deletion,8,0,716,0.3436,0.30488780670482163,1.551489042170221,14.052254676818848,0.021323680877685547
deletion,8,1,704,0.4202,0.3994893285647949,1.2550295374610207,13.962791919708252,0.02118539810180664
deletion,8,2,714,0.4656,0.4440450467768741,1.1769187717544598,14.36743450164795,0.021300792694091797
deletion,9,0,711,0.3392,0.2827553843397237,1.528092845079768,14.083791732788086,0.021266460418701172
deletion,9,1,713,0.4372,0.42336770857411204,1.2842682330839095,14.08688235282898,0.021289348602294922
deletion,9,2,715,0.4962,0.4783860787848288,1.0536434101891685,14.101845979690552,0.021312236785888672
deletion,10,0,725,0.3514,0.33801641438339286,1.5072622001582179,14.185675382614136,0.021427154541015625
deletion,10,1,714,0.4376,0.4195047429427197,1.3220503336909104,14.075298070907593,0.021300792694091797
deletion,10,2,705,0.4914,0.47690407198748597,1.1031477933234357,14.000962495803833,0.021197795867919922
deletion,11,0,716,0.3454,0.3060931189907304,1.531737043870894,14.296217441558838,0.021323680877685547
deletion,11,1,704,0.4312,0.40972140407139296,1.2426566752520474,13.983518600463867,0.02118539810180664
deletion,11,2,719,0.4712,0.45368219541719773,1.0615819130553987,14.17751431465149,0.021358489990234375
deletion,12,0,714,0.3754,0.3354224781481391,1.5190208004970176,14.208243131637573,0.021300792694091797
deletion,12,1,711,0.4348,0.4143765930613618,1.2810033703990458,14.495079278945923,0.021266460418701172
deletion,12,2,711,0.4672,0.4508342267659676,1.1525797838903178,23.885828018188477,0.021266460418701172
deletion,13,0,721,0.3654,0.3444175076114824,1.4832089965783277,14.425360679626465,0.021381378173828125
deletion,13,1,700,0.42,0.38496143187611787,1.2100405645370484,13.997588157653809,0.02113962173461914
deletion,13,2,711,0.4866,0.4607206169839426,1.1348731065098243,14.071009635925293,0.021266460418701172
deletion,14,0,716,0.31,0.26379922451069693,1.5170683514472492,14.174554347991943,0.021323680877685547
deletion,14,1,717,0.4198,0.40193098642774416,1.2897110575578867,14.164422988891602,0.021335601806640625
deletion,14,2,712,0.4974,0.4756016097838841,1.1542855969975503,14.115983724594116,0.021277904510498047
deletion,15,0,703,0.341,0.31521958078007306,1.4967902729216205,14.041974067687988,0.021173954010009766
deletion,15,1,722,0.3868,0.3791959294093933,1.257556316925218,14.368584871292114,0.021392822265625
deletion,15,2,712,0.4736,0.454974199555219,1.0877327557360188,14.1137535572052,0.021277904510498047
deletion,16,0,719,0.343,0.30165588779083785,1.5676434882327148,14.226020336151123,0.021358489990234375
deletion,16,1,713,0.42,0.40177362469930966,1.2828038864015363,14.165174961090088,0.021289348602294922
deletion,16,2,707,0.4656,0.44101435605686046,1.1946772514003339,14.078423023223877,0.021220684051513672
deletion,17,0,718,0.3396,0.3188330266814356,1.5527093447018467,14.231031656265259,0.0213470458984375
deletion,17,1,710,0.4194,0.3963873270561438,1.363121174086987,14.20159649848938,0.021255016326904297
deletion,17,2,723,0.466,0.4391649306780141,1.113093033041367,14.288138151168823,0.021404266357421875
deletion,18,0,709,0.3424,0.31687795967615917,1.5140807791724695,14.167963981628418,0.021243572235107422
deletion,18,1,713,0.42,0.38920674683634143,1.301219161061719,14.181237936019897,0.021289348602294922
deletion,18,2,714,0.4762,0.446162593229329,1.2131208097901331,14.152971267700195,0.021300792694091797
deletion,19,0,717,0.3408,0.3254557754693976,1.5021796835017505,14.201618671417236,0.021335601806640625
deletion,19,1,722,0.4268,0.4123655345405072,1.241306141803139,14.254202127456665,0.021392822265625
deletion,19,2,713,0.475,0.4530691031973691,1.104149668280239,14.128894805908203,0.021289348602294922
baseline,0,0,743,0.3616,0.330226511707069,1.4933311647232899,16.690603494644165,0.02163410186767578
baseline,0,1,743,0.4506,0.42690169889888685,1.3080290729232624,14.093008756637573,0.02163410186767578
baseline,0,2,742,0.494,0.47435625870030634,1.1386966824210236,14.089529275894165,0.021622180938720703
baseline,1,0,743,0.3852,0.36600714883451957,1.4991646620017522,14.122241258621216,0.02163410186767578
baseline,1,1,743,0.4468,0.4086429826507227,1.2374672384313428,14.155316829681396,0.02163410186767578
baseline,1,2,742,0.4718,0.45235169604039255,1.1502754058478013,14.420280694961548,0.021622180938720703
baseline,2,0,743,0.3738,0.3545631731007872,1.5374191048007313,14.117486953735352,0.02163410186767578
baseline,2,1,743,0.4436,0.41471261101410156,1.2474350210474767,14.101442813873291,0.02163410186767578
baseline,2,2,742,0.4868,0.46146148675195736,1.0736175163415564,14.13719916343689,0.021622180938720703
baseline,3,0,743,0.3674,0.342504188041611,1.5359253085959166,14.171501636505127,0.02163410186767578
baseline,3,1,743,0.4244,0.39029368163760003,1.3482980432933946,14.183935403823853,0.02163410186767578
baseline,3,2,742,0.4718,0.4602656944190376,1.212173382869628,14.147607564926147,0.021622180938720703
baseline,4,0,743,0.3932,0.36834567822614106,1.4788026862638635,14.347914934158325,0.02163410186767578
baseline,4,1,743,0.458,0.43763411255211776,1.2239582840237933,14.161067247390747,0.02163410186767578
baseline,4,2,742,0.4812,0.4519721336792691,1.1327979172657763,14.14666485786438,0.021622180938720703
baseline,5,0,743,0.3756,0.3396966948291009,1.4530896001356286,14.146268129348755,0.02163410186767578
baseline,5,1,743,0.4132,0.3685268680793465,1.2668042176504635,14.193886995315552,0.02163410186767578
baseline,5,2,742,0.4746,0.45809950604617306,1.0784676807588645,14.155787229537964,0.021622180938720703
baseline,6,0,743,0.3816,0.3529620814172808,1.5477133312263849,14.164244651794434,0.02163410186767578
baseline,6,1,743,0.4398,0.42742082055704006,1.2746533139396965,14.569992780685425,0.02163410186767578
baseline,6,2,742,0.4788,0.4596951814701796,1.0693490444167926,14.238500356674194,0.021622180938720703
baseline,7,0,743,0.38,0.3299769718428131,1.5238974469827933,14.179076671600342,0.02163410186767578
baseline,7,1,743,0.4342,0.4054297705345521,1.2974202153178918,14.260444402694702,0.02163410186767578
baseline,7,2,742,0.481,0.45677318714914455,1.0937573887267202,14.234989404678345,0.021622180938720703
baseline,8,0,743,0.3546,0.3173012273049568,1.461401196540124,14.16085410118103,0.02163410186767578
baseline,8,1,743,0.4278,0.40608390606211553,1.2959308980451458,14.21479606628418,0.02163410186767578
baseline,8,2,742,0.478,0.4523619260777987,1.1114450294695133,14.550493240356445,0.021622180938720703
baseline,9,0,743,0.3364,0.2918303928703802,1.591840346440332,14.250491857528687,0.02163410186767578
baseline,9,1,743,0.4364,0.41140301131054213,1.2692812796717217,14.207355260848999,0.02163410186767578
baseline,9,2,742,0.4696,0.4431463682262477,1.2186804855608875,14.190003633499146,0.021622180938720703
baseline,10,0,743,0.3648,0.34565126400578206,1.5841837901607014,14.215935945510864,0.02163410186767578
baseline,10,1,742,0.4278,0.39591661774253073,1.2641124985610057,14.272796392440796,0.021622180938720703
baseline,10,2,742,0.469,0.45093990179235105,1.1747787750634864,14.228824853897095,0.021622180938720703
baseline,11,0,743,0.3502,0.3118685520508474,1.5314620818295999,14.23866605758667,0.02163410186767578
baseline,11,1,742,0.4476,0.41896721030965245,1.289132277920561,14.22979736328125,0.021622180938720703
baseline,11,2,742,0.488,0.46866902102862057,1.1653741951579997,14.335026979446411,0.021622180938720703
baseline,12,0,743,0.3424,0.3143170379747374,1.4893483624644428,14.237425804138184,0.02163410186767578
baseline,12,1,742,0.421,0.40543113695814315,1.2834552369027767,14.291821241378784,0.021622180938720703
baseline,12,2,742,0.4748,0.4635607572182951,1.0997954182869019,14.667999505996704,0.021622180938720703
baseline,13,0,743,0.3848,0.3570221764771326,1.472895977795525,14.3182532787323,0.02163410186767578
baseline,13,1,742,0.432,0.41651691282542286,1.265242805056816,14.199671268463135,0.021622180938720703
baseline,13,2,742,0.491,0.46116064716806476,1.1220074374720734,14.18159818649292,0.021622180938720703
baseline,14,0,743,0.3496,0.3253900849647477,1.4964381647302518,14.224242210388184,0.02163410186767578
baseline,14,1,742,0.4032,0.3666643868184845,1.4297358250682244,14.235208511352539,0.021622180938720703
baseline,14,2,742,0.4662,0.4308990751944095,1.2748092927058752,14.64719033241272,0.021622180938720703
baseline,15,0,743,0.367,0.33522931733919,1.466499098537748,16.52973747253418,0.02163410186767578
baseline,15,1,742,0.4154,0.3865391658378514,1.330982226567127,14.33981966972351,0.021622180938720703
baseline,15,2,742,0.4842,0.46370196250173273,1.18670654296875,14.106724739074707,0.021622180938720703
baseline,16,0,743,0.3792,0.3480721640016298,1.4204464775396066,14.140867948532104,0.02163410186767578
baseline,16,1,742,0.4562,0.4367434234888757,1.2177925444034874,14.153456687927246,0.021622180938720703
baseline,16,2,742,0.487,0.4663564932483955,1.1234108906871867,14.17732286453247,0.021622180938720703
baseline,17,0,743,0.3782,0.3500819643113619,1.478307258874218,14.176931858062744,0.02163410186767578
baseline,17,1,742,0.4292,0.4147385238490363,1.2715677710556277,14.182655096054077,0.021622180938720703
baseline,17,2,742,0.4784,0.46232526800655294,1.0688907640642233,14.44597053527832,0.021622180938720703
baseline,18,0,743,0.364,0.30461667409413345,1.544624317382258,14.211195945739746,0.02163410186767578
baseline,18,1,742,0.4322,0.3991759557954333,1.305945357865079,14.207244634628296,0.021622180938720703
baseline,18,2,742,0.4772,0.4656125821374889,1.0891541242599487,14.19219160079956,0.021622180938720703
baseline,19,0,743,0.38,0.3405203492149641,1.4809800190688143,14.165899276733398,0.02163410186767578
baseline,19,1,742,0.4444,0.4205453529537815,1.221569075096007,14.23960828781128,0.021622180938720703
baseline,19,2,742,0.4756,0.4569233802365756,1.1324892725263322,14.24921727180481,0.021622180938720703
baseline,0,0,713,0.3888,0.36054626576961096,1.5000579027775127,16.36247944831848,0.021289348602294922
baseline,0,1,713,0.4438,0.42123024336727266,1.3178894675296287,13.862367630004883,0.021289348602294922
baseline,0,2,712,0.4678,0.4461507663177863,1.1648029048791093,13.820043087005615,0.021277904510498047
baseline,1,0,713,0.3816,0.33646029025790153,1.5035378819260992,13.870941877365112,0.021289348602294922
baseline,1,1,713,0.4474,0.4267406421123992,1.289228115309171,13.87881875038147,0.021289348602294922
baseline,1,2,712,0.476,0.45971219638686206,1.1557897717765209,14.476191520690918,0.021277904510498047
baseline,2,0,713,0.386,0.34749963877654816,1.4824985650277906,13.874606847763062,0.021289348602294922
baseline,2,1,713,0.4466,0.4253296450481168,1.2975227856201343,13.918572664260864,0.021289348602294922
baseline,2,2,712,0.4976,0.47826866605963786,1.2016201367538966,13.894365787506104,0.021277904510498047
baseline,3,0,713,0.3558,0.3246297425020554,1.4785172830624467,13.882781505584717,0.021289348602294922
baseline,3,1,713,0.4156,0.38739964047245845,1.325074211745242,13.92713475227356,0.021289348602294922
baseline,3,2,712,0.4782,0.44410963474714843,1.1972979936706887,13.964479446411133,0.021277904510498047
baseline,4,0,713,0.353,0.32194202239300784,1.479342924428354,14.025574445724487,0.021289348602294922
baseline,4,1,713,0.4552,0.43296074835492443,1.2211241095129604,13.921854019165039,0.021289348602294922
baseline,4,2,712,0.499,0.47407487260157005,1.1868649372893774,13.941552877426147,0.021277904510498047
baseline,5,0,713,0.358,0.34256150885844777,1.5574094765985498,13.875839471817017,0.021289348602294922
baseline,5,1,713,0.4406,0.4129499649464485,1.3555972689833247,13.956501007080078,0.021289348602294922
baseline,5,2,712,0.485,0.4487469941469668,1.19453087281645,13.915123224258423,0.021277904510498047
baseline,6,0,713,0.3764,0.34279840068505174,1.514405233328339,13.861469268798828,0.021289348602294922
baseline,6,1,713,0.3976,0.37179118208674433,1.408749778675331,14.111734390258789,0.021289348602294922
baseline,6,2,712,0.489,0.46558353156743076,1.1385092494193088,13.967857599258423,0.021277904510498047
