phase,shard,slice,num_samples,acc,f1,train_loss,wall_clock,gpu_mem_gb
baseline,7,0,713,0.3678,0.3503851991844862,1.5068334595184005,13.918486833572388,0.021289348602294922
baseline,7,1,713,0.4132,0.39439847372664294,1.3519723535754402,13.999748229980469,0.021289348602294922
baseline,7,2,712,0.4742,0.4579208999461588,1.2192175281181763,13.928747415542603,0.021277904510498047
baseline,8,0,713,0.377,0.34455549458263157,1.4582230932749338,13.93927264213562,0.021289348602294922
baseline,8,1,713,0.4256,0.40470434654160115,1.261968540777498,13.936428546905518,0.021289348602294922
baseline,8,2,712,0.4794,0.45798336282230956,1.0943227216099085,14.175116777420044,0.021277904510498047
baseline,9,0,713,0.3428,0.3160031043811198,1.5546780607309114,13.973432540893555,0.021289348602294922
baseline,9,1,713,0.431,0.3937117985964903,1.3251597821127314,13.986706972122192,0.021289348602294922
baseline,9,2,712,0.474,0.45338772790188886,1.1759014290370298,13.930963039398193,0.021277904510498047
baseline,10,0,713,0.3572,0.3288392972717962,1.5644521574485855,13.983539581298828,0.021289348602294922
baseline,10,1,712,0.4464,0.4279968889526429,1.3300515560621626,13.95972752571106,0.021277904510498047
baseline,10,2,712,0.488,0.47250225305972965,1.178502094879579,13.971594333648682,0.021277904510498047
baseline,11,0,713,0.3672,0.3374079890099486,1.5615207351441136,14.75793719291687,0.021289348602294922
baseline,11,1,712,0.4536,0.4299514738771193,1.1784617432047813,13.9873206615448,0.021277904510498047
baseline,11,2,712,0.4896,0.4753676114927789,1.0517939503273268,13.992248296737671,0.021277904510498047
baseline,12,0,713,0.3864,0.3576050900379041,1.4974207058862417,13.968916416168213,0.021289348602294922
baseline,12,1,712,0.4416,0.419041520656172,1.3020016517532005,13.957819700241089,0.021277904510498047
baseline,12,2,712,0.4866,0.47056060528073057,1.1422821698563823,13.970235824584961,0.021277904510498047
baseline,13,0,713,0.3552,0.3316529803360063,1.5156823766181378,13.944467067718506,0.021289348602294922
baseline,13,1,712,0.4336,0.41494500681988866,1.2485616448220243,14.288231611251831,0.021277904510498047
baseline,13,2,712,0.474,0.46511831069341053,1.1917530606301983,13.946386337280273,0.021277904510498047
baseline,14,0,713,0.356,0.3302005956129376,1.5550819424726852,13.999122381210327,0.021289348602294922
baseline,14,1,712,0.4326,0.3910586744407653,1.2880866808837719,14.410027265548706,0.021277904510498047
baseline,14,2,712,0.471,0.4433603324295452,1.1577998908717981,19.05151081085205,0.021277904510498047
baseline,15,0,713,0.3818,0.3627988595301896,1.465671622736424,14.837802410125732,0.021289348602294922
baseline,15,1,712,0.4652,0.4352526870110296,1.2355265791496535,13.90271520614624,0.021277904510498047
baseline,15,2,712,0.4886,0.4654766829093471,1.1132453063900551,14.294023513793945,0.021277904510498047
baseline,16,0,713,0.3616,0.32795518490300796,1.4687575805738966,13.930017232894897,0.021289348602294922
baseline,16,1,712,0.405,0.3856821853456703,1.339857384060206,13.909663915634155,0.021277904510498047
baseline,16,2,712,0.4692,0.4431213879272471,1.176106620370672,13.91282844543457,0.021277904510498047
baseline,17,0,713,0.379,0.3440320877192674,1.5089373013414809,13.955352067947388,0.021289348602294922
baseline,17,1,712,0.4516,0.4348581327416801,1.2770678260353174,13.941948890686035,0.021277904510498047
baseline,17,2,712,0.5004,0.48267525067594397,1.1682070172234866,14.327454805374146,0.021277904510498047
baseline,18,0,713,0.3698,0.3388869274988233,1.5257094642055988,14.025805950164795,0.021289348602294922
baseline,18,1,712,0.439,0.42032975314873494,1.2890574476692114,14.014910697937012,0.021277904510498047
baseline,18,2,712,0.478,0.44553305677460914,1.1289758655462372,21.49414348602295,0.021277904510498047
baseline,19,0,713,0.3696,0.3379011510314412,1.4186339120878244,14.21422004699707,0.021289348602294922
baseline,19,1,712,0.4276,0.40909903679296883,1.2954295136955347,14.009371995925903,0.021277904510498047
baseline,19,2,712,0.4664,0.44928585515192754,1.1523805521847157,13.977252960205078,0.021277904510498047
