percent_deleted,test_acc,test_f1,delta_acc,delta_f1,time_saved,fraction_retrained,num_retrained,retrain_time
0.0002,0.5466,0.534892369623193,0.0038000000000000256,0.004345269392280193,638.3665001392365,0.2833333333333333,17,249.90125393867493
0.01,0.5456,0.5336483028698986,0.0028000000000000247,0.003101202638985834,11.22234582901001,1.0,60,877.0454082489014
0.05,0.541,0.5285399130491237,-0.0017999999999999128,-0.0020071871817890496,31.118297815322876,1.0,60,857.1494562625885
